id,name,year,description,alcohol_by_volume,oak,soil,min_serve_temperature,max_serve_temperature,fun_facts,aromas,taste,fruit,earth,body,acid,tannins,alcohol,sweetness,classic_pairings,label_image,bottle_image,vineyard,appearance,region,farming,lifestyle_image,profile,tasting_tip,appearance_description,region_description
57,Condesa Patricia,2015,"Patricia Girón grew up in and around the vineyards where her mother, grandmother and great-grandmother all grew grapes and made wine. Rosé from Tempranillo grapes was always served at family dinners, so Patricia crafted this one with Blue Apron in a similarly light, bright style that pairs with the fresh and grilled foods typically served in warm months. Some of the grapes in this wine come from three small vineyard plots that Patricia’s family still owns and farms.",12.8,Stainless steel (no oak),Various,,,"Tempranillo grapes have dark, thick skins. Only a gentle crushing of the grapes is needed to impart a pink color to the wine.",,"",,,1,7,0,,0,"Rosé is among the most versatile wines. Its tanginess and lighter fruit flavors let fresh seafood stand out, it tames spicy fare, and it cleanses your palate with richer, fried foods.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/57/bottle_images/condesa-patricia_july-sillo.png,Various,Rosé,"Vino de la Tierra de Castilla, Spain",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/57/lifestyle_images/wine-condesa-patricia.jpg,"Condesa Patricia Rosé is a light, refreshing wine for a warm afternoon or evening. Its bright watermelon, berry and citrus flavors match spring and summer dishes.","Note the subtle aroma and flavor of white pepper, a signature of Tempranillo rosés. This makes the wine a great match for Mexican fare.",Salmon,"Though this wine comes from Tempranillo vineyards throughout Castilla, many of the grapes were grown in La Mancha—a hot, dry plateau in central Spain, 2,400 feet above sea level. (It’s precisely the climate in which you’d want a crisp, refreshing rosé.) Most of the vines are 30 years old, planted in rocky riverbeds rich in nutrients below the surface."
58,Palmina,2015,"Steve Clifton is half the duo behind Santa Barbara winery Brewer-Clifton, whose Pinot Noir took the No.8 spot in Wine Spectator’s Top 100 list of 2014. But Steve’s passion isn’t wines for critics, it’s food-friendly wines for everyone—which he learned about from his grandmotherly Italian landlord, Palmina, who housed Steve when he was a young cellar hand. He created this wine with Blue Apron in her honor, and to show the prowess of Italian grapes planted in California soil.",14.5,100% French oak,Various,,,"Sangiovese is the main red grape of Tuscany, home of Brunello di Montalcino and Chianti.  Brunellos are 100% Sangiovese; Chiantis are at least 75% Sangiovese.",,"",,,5,4,6,,0,"Eating Italian food? Drink Italian-style wine. Sangiovese’s fruit flavors don’t overpower a dish, and its tanginess simultaneously cuts richness and draws out fresh veggies’ flavors.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/58/bottle_images/palmina_july-sillo.png,Various,Red,"Lodi, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/58/lifestyle_images/wine-palmina.jpg,"Palmina Sangiovese is a fruity red, its plum and cherry flavors supported by subtle savory notes. Like a Tuscan red, it’s also vibrant—and therefore a great match for pasta and pizza.",The wine’s palate-cleansing sensation comes from its acidity— similar to the tang you taste in tomato sauce. That’s why the two pair so well together.,Purple garnet,"East of San Francisco, Lodi was settled by winemaking European immigrants—largely from Italy—starting around 1850. The Sangiovese grape is well-suited to the warm, dry climate, and yields a more modern, fruitier—not so rustic—style of wine. Most of the grapes for this wine come from a Lodi vineyard Steve knows as a Sangiovese specialist.
"
59,Rocca dei Rettori,2014,"Aglianico vines have ruled Italy’s southern regions for millennia, growing exceptionally well on the hillsides surrounding the town of Benevento. Rocca dei Rettori is a 6th century castle in the town center, and throughout the Roman Empire the castle’s inhabitants revered the red wine from the neighboring vineyards. It’s still in great demand today. To ensure a modern, fruity wine to complement summer meals, the grapes were fermented and aged in stainless-steel tanks.",12.6,Stainless steel (no oak),Various,,,"The most coveted Aglianico wines can age well for decades—and they need it. Otherwise their big, mouth-drying tannins won’t soften to reveal the wines’ fruit flavors.",,"",,,9,6,6,,0,"If the meal is meaty, spicy or both, Aglianico is always a smart match. This wine has the heft to stand up to boldly flavored foods, and the variety’s signature zestiness refreshes your palate.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/59/bottle_images/RoccaDeiRettori_August-sillo.png,Various,Red,"Beneventano, Italy",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/59/lifestyle_images/wine-rocca-rettori.jpg,"Rocca dei Rettori Aglianico is vibrant and food-friendly, made to show Aglianico’s intense fruity and savory flavors without the need to age the bottle for years before uncorking it.",It’s rare for a wine to be full- bodied and rich yet have mouthwatering freshness that cleanses your palate. But that’s the hallmark of Aglianico.,Garnet,"Beneventano is a small region northeast of Naples, in the province of Campania. The long, hot summers tempered by cool Mediterranean breezes provide the perfect climate for vines. Aglianico wines from Beneventano are made in a bright, food-friendly style, while intensely tannic styles made for aging are produced about 20 miles away, in Taurasi."
29,Santa Barbara Highlands Vineyard,2014,"Grenache ripens later than other grape varieties, and it craves hot, dry conditions like those of its native southern Mediterranean homeland. This makes California’s Central Coast ideal for growing the high-alcohol grape. Third- generation farmer Lino Bozzano manages the Santa Barbara Highlands Vineyard, perched in the Sierra Padre Mountains. The sunny days of this high-altitude desert are ideal for Grenache, and Bozzano tailors the farming to express the grapes’ individual personality.",14.8,100% French oak,Various,,,"Grenache, or Garnacha, as it’s known in Spain, is one of the most widely planted red-grape varieties. It’s frequently used as a blending element, often comprising over 80 percent of the famed reds of Châteauneuf-du-Pape, France.",,"",,,4,5,5,,0,"With higher alcohol and flavors of spice and berry, Grenache is always great with hearty fall vegetable dishes. The wine’s juicy quality complements spicy fare, and also balances earthier meats.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/29/bottle_images/sb-highlands.png,Santa Barbara Highlands Vineyard,Red,"Santa Barbara County, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/29/lifestyle_images/10775-my-ba-oct-alt-2016-highland-vineyard_x1b_crop.jpg,Santa Barbara Highlands Vineyard Grenache is an intensely fruit-flavored wine. It was aged in Burgundian barrels; the oak enhances the Grenache’s spicy notes.,Grenache’s red-fruit flavors and hint of spicy white pepper can often smell like cherry cola.,Bright ruby,"The Cuyama River runs through the Santa Barbara Highlands Vineyard, supplying most of the property’s water. Normally gentle, it transforms into a torrent of mountain runoff during the winter and brings with it a range of favorable soil types. Down-valley breezes cool the vineyard at night, when temperatures can drop by as much as 50 degrees."
60,Ombra del Tempio,2014,"Nero d’Avola is the star grape of Sicily—that nearly never was. For centuries the grape was used simply for enhancing the color of other wines. Only in recent decades was it discovered that Nero d’Avola could be crafted into a fruity, qua able red that complements light and hearty dishes alike. We made this one with the help of Botter, a family-run winery that works with growers near the ancient hilltop town of Erice, at Sicily’s western end.",13.0,Stainless steel (no oak),Various,,,"The Nero d’Avola grape is often used to make Marsala, a forti ed wine used in cooking. It comes from Sicily’s town of the same name, near the vineyards for our wine.",,"",,,7,5,5,,0,"Nero d’Avola is all about overt fruit flavors, which taste great with anything cheesy, spicy, nutty or some combo thereof. The wine’s also lively, so it’ll complement vegetables, not overpower them.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/60/bottle_images/NeroD_Avola_August-sillo.png,Various,Red,"Sicily, Italy",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/60/lifestyle_images/wine-ombra-di-tempio.jpg,"Ombra del Tempio Nero d’Avola is loaded with cherry and jammy berry flavors, but they’re not so lush as to overpower food. Nero d’Avola complements a wide range of cuisines.","The fresh, juicy style of this wine comes from aging it in stainless- steel tanks. Oak-aged Neros d’Avola are heavier, richer and less food-friendly.",Purple garnet,"Sicily is warm and sunny—the ideal climate for growing grapes. Growing Nero d’Avola here
is so easy, in fact, that Sicilian wineries were known more for quantity than quality, until a turnaround began about 20 years ago. This wine comes from grapes grown in vineyards at the island’s western tip, below an ancient temple to Venus near the top of Mount Erice."
61,Archival,2014,"New Zealander Blair Guthrie met and fell in love with his wife and fellow winemaker, Caroline, when they were interning as cellar hands at a California winery. Blair didn’t fall in love, however, with the dark, overly intense wines in fashion there. So he set out to create a more food-friendly style of Petite Sirah, as exemplified by this collaboration with Blue Apron. “I’m looking for elegance,” he says. “A lot less tannin, oak and alcohol—and a lot more of those delicate berry notes.”",14.2,"95% French, 5% American",Various,,,"Petite Sirah is the result of an accidental cross- pollination of Syrah and a variety called Peloursin, which occurred in France in the 1860s. “Petite” refers to the size of this variety’s grapes.",,"",,,6,6,6,,0,"This wine’s richness complements anything meaty, spicy or both, and its medium tannins prime your palate for the next bite of food. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/61/bottle_images/archival-july-alt_bottle.png,Various,Red,"North Coast, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/61/lifestyle_images/wine-archival.jpg,"Archival Petite Sirah is full of lush fruit flavors with subtle savory characters, but it isn’t overpowering. The wine complements rich dishes and also tames spicy foods.","Petite Sirah is a good match for rich, intensely flavored dishes. But note how this one integrates with— and doesn’t mask—the flavors of your food.",Dark purple,"The grapes for this wine come from a few warm, sunny vineyards in Sonoma and Mendocino counties. The grapes were picked early to keep the alcohol lower, then pressed halfway through fermentation to separate the wine from the skins, which hold the tannins. “People think I’m crazy,” Blair says, “but it works” to create a more enjoyable, drinkable wine."
25,As de Copas,2014,"Native Spanish varieties like Verdejo are in Patricia Girón’s blood. Born and raised on the windswept plateau of Castilla–La Mancha in south-central Spain, Girón learned viticulture and winemaking from her grandmother and mother. “Wine should be something that surprises you with each sip and encourages you to take another drink,” she says. We think this wine—a blend of herbaceous, aromatic Verdejo and Sauvignon Blanc—does exactly that.",12.6,Stainless steel (no oak),Various,,,Vino de la Tierra (VT or VdlT) is a Spanish classification indicating that the wine comes from a particular region. There are more than 40 Vinos de la Tierra in Spain.,,"",,,2,5,0,,0,"Both grapes in this wine are particularly refreshing, so they pair perfectly with spicy dishes. Acidity, which clears your palate of spice, also elevates the subtle flavors of seafood and vegetables.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/25/bottle_images/as-copas.png,Various,White,"Vino de la Tierra de Castilla, Spain",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/25/lifestyle_images/Oct_Alt_AsCopas_v2_Cropped.jpg,"As de Copas Verdejo and Sauvignon Blanc Blend is a crisp, herbaceous wine with medium body.","A wine described as herbaceous has flavors and aromas of green plants: pea tendrils, green peppers, and for Sauvignon Blanc, oftentimes gooseberry.",Pale straw yellow with green edges,"In Castilla–La Mancha, the long hours of sunshine, summer droughts and dry soil often limit grape yields. These lower yields concentrate flavors, which, when the grapes are vinted, produce smaller quantities of high-quality wine. Despite these seemingly challenging conditions, Castilla–La Mancha has more land planted with grapes than all of Australia."
62,Babcock,2015,"Bryan Babcock’s first wine with Blue Apron, a Pinot Noir from his home vineyard in Santa Barbara, was among our biggest hits. When we asked him to help us make a food-friendly Cabernet, he didn’t hesitate, though little of the variety is grown near him. But he embraced the challenge and searched much of California for the perfect vineyard. “The wine is a little lighter as Cabs go,” he says. “It’s really nice with chicken and any savory dish with tomatoes and spice.”",13.8,Stainless steel (no oak),Various,,,"Clarksburg is small, with only a few wineries. Winemakers throughout California trust the region’s consistent quality, so the grapes are always in demand.",,"",,,5,4,6,,0,"This Cab is all about bright fruit flavors, which taste great alongside anything cheesy, spicy, savory or some combination thereof. The fruitiness also overlaps with smoky-sweet barbecue. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/62/bottle_images/babcock-july-alt_bottle.png,Wilson Vineyards,Red,"Clarksburg, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/62/lifestyle_images/wine-babcock-cab.jpg,"Babcock Cabernet Sauvignon is made in a brighter, fresher style than most California Cabs. Its savory and spicy notes make it a better match for a wide variety of foods.","The grape skins provide the subtle herbal aroma and flavor. That note enlivens the wine’s cherry flavor, the same way that fresh herbs perk up food.",Garnet,"Clarksburg is a small wine region near Sacramento. It’s in a delta with plenty of water for the vines, and warm sunshine tempered by cool breezes from San Francisco Bay. It all makes for an ideal microclimate in which just about any variety—red or white—grows well. This wine’s grapes come from the Wilson family farm, in its fourth generation.
"
63,Château Champ d'Eymet,2015,"Champ d’Eymet, or “farm of Eymet,” has been an agricultural site since the 15th century.  Arguably, it only became a good one after the Gomes family bought it in 1962, and began a decades-long renovation. Michel Gomes and his wife, Florence, the second generation on the property, worked closely with Blue Apron to create this classically styled Bordeaux red meant for pairing with meaty, savory dishes now—but the wine can age for six months or longer.  This wine is a blend of 50% Merlot, 30% Cabernet sauvignon, 15% Cabernet Franc, and 5% Malbec.  
",13.1,Concrete vats (no oak),Various,,,Uncorking a wine and exposing it to oxygen is essentially just accelerating the aging process. Air softens the tannins and lets the flavors and aromas unfold.,,"",,,7,6,8,,0,"The richer and meatier the dish, the better the match with a Bordeaux red. The wine has the body and flavor concentration to stand up to the food, and its tannins prime your palate for the next bite.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/63/bottle_images/ChateauChampD_Eymet_August-sillo.png,Château Champ d’Eymet,Red,"Entre-Deux-Mers, Bordeaux, France",Certified sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/63/lifestyle_images/wine-champ-deymet-map.jpg,"Château Champ d’Eymet Bordeaux Red has intermingling fruity and savory flavors, with drying tannins that cut rich foods—classic Bordeaux style. The tannins give way to the flavors from sip to sip.","Take a sip before you begin your meal prep, then taste the wine again after you finish cooking. The tannins will be softer and the fruit flavors fuller.",Purple garnet,"This wine comes from an area in Bordeaux called Entre-Deux-Mers (“between two seas”), which sits between the Garonne and Dordogne Rivers. (The regions either side are the Left Bank and Right Bank, respectively.) Up to about 10 years ago, Entre-Deux-Mers’ wines were made for drinking soon after bottling— but no longer. Today, the wines age as well as other Bordeaux reds.
"
30,Scribner Clay,2014,"Eureka! We’ve struck gold with this Chenin Blanc from Clarksburg, a former Gold Rush town still inhabited by descendants of its original settlers. Clarksburg is known by wine lovers for the characteristic melon flavor in its Chenin Blanc and for its claylike soils, perfect for this grape. Despite the term “clay,” the soil is extremely well- drained, thanks to sandy runoff from old mines nearby. The father-and-son team of Ian and Kurt Jonson farm 18-year-old Chenin Blanc vines.",14.5,Stainless steel (no oak),Various,,,"Wines with strong fruit flavors, like this Chenin Blanc, often confuse drinkers into thinking the wines are sweet, even if they contain only trace amounts of sugar.",,"",,,2,4,0,,0,"Chenin Blanc has a natural brightness that draws out the nuanced flavors of seafood dishes, but its aromatics and sensation of sweetness perfectly balance the spice of Asian fare. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/30/bottle_images/scribner-clay.png,91% J.H. Jonson Vineyard; 9% Hagopian Vineyard,White,"Clarksburg, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/30/lifestyle_images/10729-my-ba-oct-alt-2016-scribner-clay_x1b_crop.jpg,"Scribner Clay Chenin Blanc is a light-bodied, aromatic white that showcases melon flavors characteristic of Clarksburg-region wines.","A small addition of Riesling gives this wine pineapple and pear flavors, while bright, crisp Chenin Blanc lends notes of melon and jasmine.",Pale straw yellow,"Located in the Sacramento Delta, Clarksburg includes 10,000 acres of vines across three counties. The region is very wet, which forces growers to build elaborate drainage ditches. But winemakers aren’t complaining: Plentiful water plus fertile soil equals consistently large crop yields."
64,Château Les Girards,2015,"Viticulturist Cyril Rouhaut spent four years working at Napa wineries before he felt ready to return home, in 1998, to kick o  a long-overdue modernization of Château Les Girards. (His family has farmed it since the 1500s, growing grains, cows and chickens for most of that time.) Rouhaut’s vineyards quickly started improving every vintage, culminating in this collaboration with
Blue Apron: a bright, fresh Sauvignon Blanc perfect for warm-weather dining.  This wine is 100% Sauvignon Blanc.  ",12.1,Stainless steel and concrete (no oak),Various,,,"French wine labels usually display names of regions, not grapes. Most Bordeaux whites are blends of Sauvignon Blanc and Sémillon; this one is only Sauvignon Blanc.",,"",,,5,5,0,,0,"Although this Sauvignon Blanc has the zestiness to match seafood and veggie dishes, it has the body to stand up to heavier fare and still use its acidity to cut the richness of each bite.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/64/bottle_images/ChateauLesGiradrs_August-sillo.png,Château Les Girards,White,"Entre-Deux-Mers, Bordeaux, France",Certified sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/64/lifestyle_images/wine-chateau-les-girards-map.jpg,Château Les Girards Bordeaux White is a citrusy wine with a zestiness that will draw out the fresh  flavors of seafood dishes. Its subtle herbal note complements vegetables.,Note the wine’s palate-coating richness. It’s a result of stirring the wine in the vats—bâtonnage—every so often in the months before it was bottled.,Pale straw,"The Entre-Deux-Mers area of Bordeaux, between the Garonne and Dordogne Rivers, has long been known for high-quality white wines—some of which can age well and improve in the bottle for years. While the reds from this region are classically styled Bordeaux, the whites enjoy extra prestige, such that they may be labeled as Entre-Deux-Mers."
65,Belle Fontaine,2015,"There’s a good reason why the ancient Romans moved into Provence and stayed for a few centuries: The scenery is stunning, and the weather sunny and mild year-round—perfect for growing grapes. Roger Blanc is a more recent arrival, a fourth-generation grower on his family’s vineyard. He employed tradition among the vines (a flock of sheep do the trimming), and modern techniques in the cellar to help Blue Apron create this fresh, vibrant rosé.",13.8,Concrete vats (no oak),Various,,,Many European wines are fermented in concrete vats that pre-date stainless-steel tanks. The thick walls of the vats keep the wine cool just as well as modern technology.,,"",,,2,6,0,,0,"Light and bright, Provence rosé draws out the flavors of fresh veggies, herbs and seafood. Imagine any dish you’re likely to be served in a seaside setting on a warm day—it’ll match Provence rosé.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/65/bottle_images/BelleFontaine_August-sillo.png,Belle Fontaine,Rosé,"Provence, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/65/lifestyle_images/wine-belle-fontaine-map.jpg,"Belle Fontaine Rosé is light and crisp, with delicate fruit flavors. It freshens your palate yet manages to accentuate the subtle herbal notes of any food you pair it with.",The wine’s brightness cleanses your palate very quickly. It’s why Provence locals pair rosé with garlicky ingredients such as aioli.,Salmon,"Provence is a warm, sunny and dry region on France’s southeastern coast. Summer temperatures rise to help ripen the grapes, but cool mistral winds from the north and the Mediterranean breezes slow the process and preserve the grapes’ bright freshness. This wine comes from Pierrefeu-du-Var, a tiny commune between Marseille and Saint-Tropez."
28,Lyrup,2015,"In 1914, just 20 years after they arrived on a remote stretch of the Murray River in South Australia and established the town of Lyrup, European settlers sipped the first wine made from grapes grown on their new land. Winemakers Carl “Skipper” Angove and Ronald Martin created Lyrup Wine Company and quickly turned it into a large-scale vineyard. The grapes for this Chardonnay were harvested in 2015, a low-yielding vintage, resulting in a vibrant concentration of flavors.",14.1,Some oak,Various,,,"Surprisingly, grapes raised in suboptimal conditions—arid, rocky soil or slate hillsides—produce some of the most flavorful wines. Why? The limited vine growth concentrates the flavors.",,"",,,4,5,0,,0,"This lightly oaked Chardonnay complements meals of equal richness, such as fish with a buttery sauce or pan-fried chicken. Also, remember that Chardonnay plus cheese always equals happiness. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/28/bottle_images/lyrup.png,Various,White,"Riverland, South Eastern Australia, Australia",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/28/lifestyle_images/10677-my-ba-oct-alt-2016-lyrup_x1c_crop.jpg,"Lyrup Chardonnay is a rich, flavorful wine with medium body. Its warm-climate grapes and oak aging are reflected in its distinctive notes of tropical fruit, red apple and spice.","Chardonnay grapes do not have a naturally strong flavor, so winemakers often ferment the neutral grape in oak barrels to infuse it with a desired character.",Pale golden yellow,"Producing wine in Australia, the world’s driest country, requires finesse. The soils in South Australia’s Riverland wine region are very fragile, containing sand and crumbly rock.
So many of the vineyards here are planted in old riverbanks along the Murray River, where silt deposits and water provide natural nourishment and irrigation."
66,Arco di Traiano,2014,"A massive stone arch, Arco di Traiano, stands in honor of Emperor Trajan in Benevento, Italy, around which Falanghina vines have grown for millennia. But it wasn’t until the mid-1990s that Falanghina gained widespread appreciation. That’s when wineries upgraded to stainless- steel tanks, which keep out oxygen—and preserved the grape’s bright aromas and flavors. We made this one in collaboration with the Botter family, which works with growers throughout Italy.",12.2,Stainless steel (no oak),Various,,,"In ancient Rome, Falanghina grapes were used to make Falernian, a highly prized wine supposedly so alcoholic it could be set alight.",,"",,,7,6,0,,0,"The brighter and more vibrant the flavors of a dish, the better a pairing Falanghina can be. Its light body and zestiness elevate the delicate flavors of seafood, vegetables and herbs.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/66/bottle_images/Falanghina_August-sillo.png,Various,White,"Beneventano, Italy",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/66/lifestyle_images/wine-arco-di-traiano.jpg,"Arco di Traiano Falanghina is a vibrant, zesty wine with delicate  oral and citrus flavors. Campania locals pair Falanghina with light, simple seafood dishes topped with herbs or lemon.
","Note the wine’s palate-coating body, which doesn’t typically accompany brightness in white wines. But that’s Falanghina’s unique signature.",Straw,"Beneventano is a small region in the province of Campania, near Naples. The weather is very warm and dry, moderated by cooling breezes from the Mediterranean. This helps preserve the wines’ fresh, vibrant flavors, but Falanghina grapes also have waxy skins that help retain the citrus and  oral aromas as the grapes ripen under the region’s dry heat."
67,Vermillion,2014,"The wine world is grateful Helen Keplinger gave up a medical career; no one is better at creating captivating flavor combinations in wine. It’s why she graced the cover of Wine Spectator and was Food & Wine’s winemaker of the year. The accolades were hard- earned: Helen drives 1,200 miles each week between the vineyards she’s identified as California’s best. She mixed and matched grape varieties from those sites to craft this fruity, complex red with Blue Apron.  This wine is blend of 42% Grenache, 36% Syrah, 15.5% Mourvèdre, and 6.5% Petite Sirah.",14.6,100% neutral French oak,Various,,,"California’s El Dorado county is so remote, it only has a few dozen wineries across its half-million acres of land. Sonoma County, by contrast, has 425 wineries.",,"",,,7,4,7,,1,"This bold, fruity red has the richness to stand up to meaty, heavier dishes, but it also has the complexity to draw out the nuances of earthy fare—it’s delicious with mushrooms.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/67/bottle_images/wine-silos-august1268_x1__1_.png,Various,Red,"California, USA",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/67/lifestyle_images/my-ba-single_vermillon-red.jpg,"Vermillion Red is a wine with constantly intermingling, layered flavors of dark and red fruits, accented with mineral notes.","Give this wine time in your glass. The air will soften the tannins, and the flavors and aromas will change and develop with each sip.",Purple garnet,"The grapes for this wine come from several small plots, a few of which are in Sonoma County—as well as some 150 miles east in El Dorado county, in the foothills of the Sierra Nevada. Most of the disparate vineyards Helen selected are planted on red volcanic soils. This gives the wine an underlying richness and mouthwatering mineral character."
26,Capp Heritage Vineyards,2014,"Merlot occupies only 14 percent of Napa’s acreage, compared with Cabernet’s 53 percent—but not at Capp Heritage Vineyards, where Merlot is Chris Markell’s favorite variety. “It’s a softer, smoother wine than many dark reds,” he says. This signature Merlot is a product of vines planted in 1972, but the vineyard’s history is much longer: Co-owner Daniel Capp’s ancestors planted one of Napa’s first vineyards in 1852—eight years after arriving by wagon train from Missouri.",14.8,100% French oak,Various,,,"While the Napa Valley AVA (American Viticultural Area) is the most famous AVA in the U.S., it is also one of the smallest, producing only 4 percent of California’s wine grapes.",,"",,,8,5,6,,0,"This fruit-forward Merlot can stand up to the bold flavors of pork and beef dishes, but it also has the acidity to cut richer fare. Full-bodied reds are always great with gooey, cheesy meals. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/26/bottle_images/capp.png,Capp Heritage Vineyards,Red,"Napa Valley, California",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/26/lifestyle_images/Oct_Alt_CappHeritage_v2_Cropped.jpg,"Capp Heritage Vineyards Merlot is a fruit-forward, medium-bodied wine. Aging in moderately toasted French oak gives the wine spice and vanilla notes that don’t overwhelm the fruit.",Merlot can seem to be a sweeter red wine because of its bold fruit flavors and lower tannins. Warm- weather Merlot is fruitier than cool-climate Merlot.,Deep ruby,"Napa Valley is one of the most glamorous wine-growing regions in the world. Capp Heritage Vineyards, in the city of Napa, is in the coolest, southernmost portion of the valley. Capp participates in the Fish Friendly Farming program, frequently using sustainable viniculture methods so its 211 acres will be preserved for future generations."
68,Vermillion,2015,"Mad scientist? Perhaps—no one but Helen Keplinger would think to blend these seven grape varieties into one cohesive wine. Yet that’s why her creations—especially this one with Blue Apron—are so exciting. She typically uses each of the vineyards’ grapes to accent other wines she crafts, but Helen found that together they made for a wine with the weight to pair with rich foods and the complexity to match lighter, nuanced dishes. Take her word for it: “This is a fun, crazy blend.”  This wine is a blend of 41% Viognier, 22% Chardonnay, 20% Sauvignon Blanc, 7% Sémillon, 5% Marsanne, 3% Roussanne, and 2% Tocai Friulano.",14.2,"100% French oak, 10% new",Various,,,"The Tocai Friulano grape in this wine is often called Sauvignon Vert. It is not related to Sauvignon Blanc, nor to the grapes used to make wine in the Hungarian region of Tokaj (pronounced toh-koy).",,"",,,7,6,1,,1,"This white wine is incredibly versatile. It has the body to match heavier dishes, the fruity richness to pair with earthy flavors, and the floral complexity to enhance Indian fare.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/68/bottle_images/wine-silos-august1268_x1a.png,Various,White,"North Coast, California, USA",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/68/lifestyle_images/my-ba-single_vermillon-white.jpg,"Vermillion white is a lush, full wine with melon and stone-fruit flavors counterbalanced by fresh,  oral aromas.","Note how the wine coats your palate. That richness is a result of perfectly ripe Viognier and Chardonnay grapes, the fuller- bodied varieties in the wine.",Straw,"California’s North Coast region comprises six counties north of San Francisco, though the grapes for this wine come mostly from Sonoma County, and a small percentage from Napa. Helen chose the vineyards specifically for their ability to lend wines significant body and concentration but also delicate  oral aromas, bright freshness and minerality."
69,Uvaggio,2015,"After 20 years working for Napa icon Robert Mondavi, in 1998 Jim Moore set out to prove that California could grow Italian grape varieties as well as or better than Italy. Vermentino became his calling card given his consistent high scores from Wine Enthusiast and Decanter magazines. For this collaboration with Blue Apron he found two vineyards in Lodi with soil and climate conditions nearly identical to those of Sardinia, home of the world’s best Vermentinos.",13.0,"Stainless steel, 10% neutral oak",Various,,,"Vermentino has a red-skinned cousin called Vermentino Nero, used to make red wines. But it’s not nearly as popular or widely planted as the white-wine grape.",,"",,,4,5,0,,0,"Vermentino’s minerality enlivens nuanced dishes, so even subdued flavors on the plate will pop. The wine’s acidity also brightens up fried foods. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/69/bottle_images/uvaggio-sillo.png,Various,White,"Lodi, California, USA",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/69/lifestyle_images/my-ba_uvaggio.jpg,Uvaggio Vermentino is a zesty wine that balances bright citrus flavors with an underlying mineral note.,"Vermentino’s trademark is minerality, or the flavor of crushed stone. Minerality perks up your taste buds, just as the sodium in mineral water does.",Pale straw,"Lodi is a warm, dry region where just about every grape variety, red or white, grows well.  Winemaking immigrants from Europe figured this out around 1850. Italian settlers were especially successful with their native varieties, Vermentino being one of them.  The grape doesn’t require cool nights to retain its bright character."
